,0
17511,PlasibenpiusRune Lindblad
17512,Howard HughesRasputina
17513,DavidianMachine Head
17514,Black EarthLiquid Soul
17515,"Paz, Amor e PrazerMauro Cotta"
17516,GalileoIndigo Girls
17517,Give It To Me GoodTrixter
17518,What Is LoveHaddaway
17519,(It's Just) The Way That You Love MePaula Abdul
17520,Mr. PersonalityGillette
17521,Sitting HomeTotal
17522,Lie To MeJonny Lang
17523,Mètché Dershé (When Am I Going to Reach There?)Mulatu Astatke
17524,MiserySoul Asylum
17525,Second Round K.O.Canibus
17526,Mary Jane's Last DanceTom Petty And The Heartbreakers
17527,The RushLuther Vandross
17528,FudjiyakooClaude Larson
17529,Quit Playing Games (With My Heart)Backstreet Boys
17530,Get GoneIdeal
17531,Me Gustas Tal Como EresLuis Miguel
17532,Heavy Metal's Alive in BaltimoreHuntingtons
17533,ABC-DEF-GHIElmo
17534,Johnny El EnojonAngelica Maria
17535,You'll Be Mine (Party Time)Gloria Estefan
17536,Live And Die For Hip HopKris Kross
17537,Wide RiverThe Steve Miller Band
17538,So Help Me GirlGary Barlow
17539,That GirlMaxi Priest Featuring Shaggy
17540,SometimesMy Bloody Valentine
17541,LatelyJodeci
17542,"Come on over to My House, BabyLars Edegran"
17543,Redneck StompJeff Foxworthy
17544,Come And Play In The Milky NightStereolab
17545,Mi Enemigo El AmorPancho Barraza
17546,Waters Of MarchAntônio Carlos Jobim
17547,MetamorféameCaifanes
17548,WhispersCorina
17549,Make You SweatKeith Sweat
17550,When I Dream Of YouTommy Page
17551,Free Fallin'Tom Petty
17552,RestorationBob James
17553,Suite from Forrest GumpAlan Silvestri
17554,She's A RiverSimple Minds
17555,WrongEverything But The Girl
17556,Back That Thang UpJuvenile Featuring Mannie Fresh & Lil' Wayne
17557,RomanticKaryn White
17558,Preparado Para El Rock And RollAlarma
17559,In a Landscape (1948)John Cage
17560,Dispatch RiderJan Cyrka
17561,Farol Das EstrelasSoweto
17562,The Chanukah SongAdam Sandler
17563,Comportamento GeralGonzaguinha
17564,I'm Afraid Of AmericansDavid Bowie
17565,Be Bop A LulaEddy Mitchell
17566,LoieKenny Burrell
17567,Double Trouble (Team Rocket)Pokémon
17568,Jingle Bell Rock - Live - John Peel Session #18 - 17/12/94The Fall
17569,ColectaFalo
17570,Sick Of MyselfMatthew Sweet
17571,It's In Your EyesPhil Collins
17572,Columbus Stockade BluesDoc Watson
17573,Got To Get ItSisqo Featuring Make It Hot
17574,Cecilia Chime In MeleeSebadoh
17575,SnapshotRuPaul
17576,I'm Gonna Get YouBizarre Inc
17577,AgeispolisAphex Twin
17578,Sugar Coated SourThe Dillinger Escape Plan
17579,StandPoison
17580,Blackman Know YourselfFemi Kuti
17581,LaidJames
17582,Too Much InformationDuran Duran
17583,Bruca ManiguáIbrahim Ferrer
17584,Alleys Of Your MindCybotron
17585,Het Geeft Niet - LiveAcda en de Munnik
17586,Kat KillerThe Meteors
17587,Little ManAlan Jackson
17588,"Symphonic Dances, ""Jazz"": III. Cool: Allegro con moto —Philip Wilby"
17589,Cocody RockAlpha Blondy
17590,All I Do Is Think Of YouTroop
17591,You Walked InLonestar
17592,Shoulder HolsterMorcheeba
17593,Bella Es la NavidadRicardo Ray
17594,I'm The One You NeedJody Watley
17595,MouthMerril Bainbridge
17596,SongCecil Taylor
17597,Worlds ApartHatebreed
17598,Whenever You Come AroundVince Gill
17599,Cover You In KissesJohn Michael Montgomery
17600,Gimme DangerIggy Pop
17601,Interplanet JanetMan Or Astro-Man?
17602,Refractions in the Plastic PulseStereolab
17603,"Mrs. Brown, You've Got An Ugly DaughterThe Queers"
17604,Paganini's 24th Caprice (Violin Caprice in A Minor) [Arr. for Guitar]Great Kat
17605,This Old Heart Of MineRod Stewart With Ronald Isley
17606,Never Gonna Break Your HeartRichard Elliot
17607,When We DanceSting
17608,Coming CleanThe Get Up Kids
17609,"Second Rhapsody - Rehearsal Performance June 26, 1931George Gershwin"
17610,Rump ShakerWreckx-N-Effect
17611,Long DistanceIggy Pop
17612,Old Time Religion IIIElla Jenkins
17613,Mephisto WaltzMephisto Walz
17614,All Been Said BeforeMatt Nathanson
17615,Ms. Fat BootyMos Def
17616,Rock My World (Little Country Girl)Brooks & Dunn
17617,People Are Still Having SexLaTour
17618,Hearts Don't Think (They Feel)Natural Selection
17619,Touch My LightBig Mountain
17620,Cheated (To All The Girls)Wyclef Jean Featuring Queen Pen & The Product
17621,Happenin' All Over AgainLonnie Gordon
17622,The Stars And Stripes ForeverSlovak Radio Symphony Orchestra
17623,Take It BackPink Floyd
17624,E-Bow The LetterR.E.M.
17625,When I Fall In LoveBen Webster
17626,Leave Virginia AloneRod Stewart
17627,ComedownBush
17628,Setting SunThe Chemical Brothers
17629,MacarenaLos Del Mar
17630,Pal CruseFalo
17631,Another WayTevin Campbell
17632,FunkalleroStan Getz
17633,Debil MetalMamonas Assassinas
17634,Metal DilemmaDevin Townsend
17635,TrawscrwbanIwcs A Doyle
17636,Bird's LamentMoondog
17637,Tell Me What You Want Me To DoTevin Campbell
17638,Zapateado Op. 23Pablo de Sarasate
17639,splankyThe Real Group
17640,Ravens LandAurelio Voltaire
17641,Nothing Else MattersMetallica
17642,One Sweet DayMariah Carey & Boyz II Men
17643,I Don't MindImmature
17644,Christmas Eve (Sarajevo 12/24)Savatage
17645,"Missing You (From ""Set It Off"")Brandy, Tamia, Gladys Knight & Chaka Khan"
17646,You Can Do ItIce Cube Featuring Mack 10 & Ms. Toi
17647,Thuggish Ruggish BoneBone Thugs-N-Harmony
17648,Pareço um MeninoFábio Jr.
17649,You Remind Me Of SomethingR. Kelly
17650,The Unforgiven IIMetallica
17651,Christmas / Sarajevo 12/24 - InstrumentalTrans-Siberian Orchestra
17652,Just Like Jesse JamesCher
17653,Secret of the ForestYasunori Mitsuda
17654,"Give It Up, Turn It LooseEn Vogue"
17655,What Can I DoBilly Prophet
17656,Let Me Rock YouSexy Sadie
17657,Hey Man Nice ShotFilter
17658,I'll See You In My DreamsGiant
17659,Rusty the SkatemakerRasputina
17660,Who CaresStan Getz
17661,You Rascal You - LiveChris Barber
17662,The Passing Of The Grey CompanySummoning
17663,Kiss MeSixpence None The Richer
17664,Blue SunDarling Violetta
17665,TonightDef Leppard
17666,AmazingAerosmith
17667,The I.N.C. RideMasta Ace Incorporated
17668,SentimentalDeborah Cox
17669,Brown Mountain LightTony Rice
17670,It's Good To Be KingTom Petty
17671,Neutral Zone - LiveS.P.O.C.K
17672,Give You What You Want (Fa Sure)Chico DeBarge
17673,Dungaree HopPlas Johnson
17674,With YouTony Terry
17675,นานเหลือเกินViyada Komarakul Na Nakorn
17676,The BleedingCannibal Corpse
17677,O Toque da ConcertinaRoberto Leal
17678,Quality AssuredDick Walter
17679,Cumbia Del ChinitoSuper Grupo Colombia
17680,WitchesSwitchblade Symphony
17681,La Valse De PopGeno Delafose
17682,"Boom, Boom, Boom, Boom!!Vengaboys"
17683,Too Many DriversLightnin' Hopkins
17684,Eu Quero Mesmo E TocarMade In Brazil
17685,Summer MadnessJerald Daemyon
17686,"Turn The Beat Around (From ""The Specialist"")Gloria Estefan"
17687,Tan Solo Rock and RollAntonio Flores
17688,The KissTrevor Jones
17689,Find Our Way HomeTrans-Siberian Orchestra
17690,Fields Of GoldSting
17691,FinOzymandias
17692,Pardon MeIncubus
17693,Gentle PieceKenny Wheeler
17694,Viejo VenenoLa Castañeda
17695,Creggan White HareAndy Irvine
17696,MoonchildCibo Matto
17697,Ball And Chain (Honky Tonk)Mike Ness
17698,San Antonio Rose - LiveDoc Watson
17699,Tell Me WhyWynonna
17700,Steamy WindowsTina Turner
17701,Leather BritchesJeff Autry
17702,DelicatePatrick O'Hearn
17703,Should've Been A CowboyToby Keith
17704,SteamPeter Gabriel
17705,StrengthEmbodyment
17706,"Violin Concerto ""To The Memory Of An Angel"": 1. Andante - AllegroAlban Berg"
17707,Larger Than LifeBackstreet Boys
17708,Bonde (with Ry Cooder)Ali Farka Touré
17709,I'm Glad - (1966 Demo)Captain Beefheart
17710,I Miss YouJoe Public
17711,Blood for BloodMachine Head
17712,This is the Way I PrayElla Jenkins
17713,New Coats And New HatsMatt Nathanson
17714,เปล่าหรอกนะChristina Aguilar
17715,Destino CruelValentín Elizalde
17716,Save Your LoveBad Boys Blue
17717,Esa Nena LindaArtie The 1 Man Party
17718,Bongo BopCharlie Parker
17719,Dream On DreamerThe Brand New Heavies
17720,EisteddfodAnweledig
17721,PalabrasJohnny Dynamo
17722,Baby Be ThereNu Flavor
17723,DaysleeperR.E.M.
17724,ImaginationXymox
17725,What About Your FriendsTLC
17726,My My MetrocardLe Tigre
17727,La EspinaLa Castañeda
17728,AmameEl Gran Combo De Puerto Rico
17729,The Devil's Chasing MeThe Reverend Horton Heat
17730,When Worlds CollidePowerman 5000
17731,Don't Have The CowSNFU
17732,Something To Believe InPoison
17733,Clarinet MarmaladeSharkey Bonano
17734,Move Right OutRick Astley
17735,Style CityKeith Mansfield
17736,Lisa's Passion for Heavy MetalMattias IA Eklundh
17737,Did You Feed My Cow?Ella Jenkins
17738,EvolutionMike Vickers
17739,Old Rugged CrossLloyd Miller
17740,Apuesta por el rock 'n' rollHeroes Del Silencio
17741,Historias de Rock & RollCharlie Monttana
17742,Mirror Mirror - Remastered 2007Blind Guardian
17743,Beer:30The Reverend Horton Heat
17744,Like The SunshineStuart Townend
17745,Cien añosPedro Infante
17746,Azuquita Pa'l CafeEl Gran Combo De Puerto Rico
17747,Garotos II - O Outro LadoLeoni
17748,Even Better Than The Real ThingU2
17749,Doll PartsHole
17750,Strobelite HoneyBlack Sheep
17751,Hold My HandHootie & The Blowfish
17752,Lamberto QuinteroAntonio Aguilar
17753,How Mountain Girls Can LoveTony Rice
17754,Rock das aranhasRaul Seixas
17755,The Morning PapersPrince And The New Power Generation
17756,House Of The Rising SunDoc Watson
17757,Way Down Yonder In New Orleans (Close)Kid Ory
17758,U Don't Know Me (Like U Used To)Brandy
17759,Funk Dat/Why Is It?Sagat
17760,Promise MeLil Suzy
17761,Toutes les guitares du Rock N'RollDorothée
17762,One Night At A TimeGeorge Strait
17763,MalibuHole
17764,Wayfaring StrangerBill Monroe & His Blue Grass Boys
17765,Mobimientos Del Alma (Rhythms of the Soul)Earl Klugh
17766,Let's Get RockedDef Leppard
17767,JoyrideRoxette
17768,For Your MindRobbie Nevil
17769,BreatheFaith Hill
17770,Emma Blowgun's Last StandBeulah
17771,Power Of LoveDeee-Lite
17772,The Theme (It's Party Time)Tracey Lee
17773,Hoodoo Man BluesJunior Wells
17774,Send Me An AngelScorpions
17775,FrozenMadonna
17776,The OriginJan Cyrka
17777,Viens Mallika Sous Le Dome Edais From LakmeHoward Blake
17778,Earth's Magnetic FieldCharles Dodge
17779,The Mud ManMattias IA Eklundh
17780,(You Drive Me) CrazyBritney Spears
17781,I'm OutstandingShaquille O'Neal
17782,Love Like ThisFaith Evans
17783,"No Guns, No MurderRayvon"
17784,DeeperBoss
17785,(You're A) Go NowhereReagan Youth
17786,La Fiebre de NormaLa Castañeda
17787,Good TimesEdie Brickell
17788,InaneKMFDM
17789,You Can Make History (Young Again)Elton John
17790,Walking BluesBig Joe Williams
17791,Suddenly Last SummerThe Motels
17792,SanctuaryBéla Fleck
17793,The Wild RoverThe Pogues
17794,In The Driver's SeatJohn Schneider
17795,Slow KillFields Of The Nephilim
17796,Young Wild And FreeBrighton Rock
17797,HolidayThe Other Ones
17798,Answering MachineRupert Holmes
17799,Crystal BallYngwie Malmsteen
17800,Right On TrackThe Breakfast Club
17801,Driving BlindChris & Cosey
17802,CoumbaOrchestra Baobab
17803,Toy SoldiersMartika
17804,Make It RealThe Jets
17805,The Silver Ball - 2005 Digital RemasterHarold Budd
17806,LeilaZZ Top
17807,Ridge Road GravelNorman Blake
17808,Mordor - Live in MunichRunning Wild
17809,Habaneras de CadizCarlos Cano
17810,Hungry HeartBruce Springsteen
17811,No CompetitionEric B. & Rakim
17812,Oh BoySlime
17813,Precious To MePhil Seymour
17814,Storms in Africa - Pt. IIEnya
17815,Catch Me I'm FallingReal Life
17816,TollkühnMoebius
17817,It's Only LoveSimply Red
17818,Fields Of FireBig Country
17819,I'm Gonna Miss YouKenny Loggins
17820,No More Tears (Enough Is Enough)Barbra Streisand/Donna Summer
17821,When He ShinesSheena Easton
17822,AddictionSkinny Puppy
17823,Small WorldHuey Lewis & The News
17824,Le rock pirateVladimir Cosma
17825,Stone LoveKool & The Gang
17826,Dance Hall Clash - AcappellaTenor Fly
17827,Holy Hack JackDemented Are Go
17828,Deep Down Trauma HoundsSkinny Puppy
17829,Punk Is Dead - LiveCrass
17830,Martires del Rock and RollLos Suaves
17831,The Pursuit of Power (A)Keith Mansfield
17832,Need A Little Taste Of LoveThe Doobie Brothers
17833,Mas Que NadaLuiz Henrique
17834,Bottle of SmokeThe Pogues
17835,Falling In Love (Uh-Oh)Miami Sound Machine
17836,Forever Your GirlPaula Abdul
17837,Vivo SonhandoStan Getz
17838,One More TryGeorge Michael
17839,Athol-broseCocteau Twins
17840,One Thing Leads To AnotherThe Fixx
17841,Still A ThrillJody Watley
17842,Get Funky (Long Club Adub)Royal House
17843,You Don't BelieveThe Alan Parsons Project
17844,MedleyStars On 45
17845,A Rock And A Hard PlaceSisters of Mercy
17846,All-Boy All-GirlArthur Russell
17847,Right Next Door (Because Of Me)The Robert Cray Band
17848,No ReasonMatthew Young
17849,New Romance (It's A Mystery)Spider
17850,TonightThe Whispers
17851,Foolish HeartSharon Bryant
17852,The Peoples Message Take TwoTerry Lewis and Wild Flower
17853,I Miss YouKlymaxx
17854,AbadabadangoKim Carnes
17855,Take The Long Way HomeSupertramp
17856,Last CallSkinny Puppy
17857,Inside OutsideThe Cover Girls
17858,"King Of Suede""Weird Al"" Yankovic"
17859,King of HeartsLucinda Williams
17860,Get It Girl2 LIVE CREW
17861,A Rafael de LeónCarlos Cano
17862,Electric BlueIcehouse
17863,Cuando Sale la LunaJosé Alfredo Jimenez
17864,Countryfied Inner City BluesThe Suicide Twins
17865,Lay It DownRatt
17866,(Between A) Rock And A Hard PlaceCutting Crew
17867,Si j'étais présidentGerard Lenorman
17868,Everything I NeedMen At Work
17869,Living In A DreamPseudo Echo
17870,The Heart Is Not So SmartEl DeBarge With DeBarge
17871,North By NorthThe Bats
17872,Two OldtimersMoebius
17873,"My PrayerRay, Goodman & Brown"
17874,When She Was My GirlFour Tops
17875,Sunset GrillDon Henley
17876,Tough All OverJohn Cafferty & The Beaver Brown Band
17877,I Was Looking For Someone To LoveLeif Garrett
17878,I Wanna Rock - LiveJunkyard Band
17879,Run To MeSavoy Brown
17880,9 To 5Dolly Parton
17881,"Symphonie ""Mathis der Maler"": 1. EngelkonzertPaul Hindemith"
17882,Lyrics Of FuryEric B. & Rakim
17883,It's My ThingEPMD
17884,ChinaRed Rockers
17885,Downtown TrainRod Stewart
17886,Das Eis brichtRoedelius
17887,Margin WalkerFugazi
17888,Go Down EasyDan Fogelberg
17889,GodstarPsychic TV
17890,Playing To WinLittle River Band
17891,A Little Good NewsAnne Murray
17892,If Looks Could KillPlayer
17893,Tell It Like It IsHeart
17894,DeutschlandSlime
17895,Zindagi Jab BhiTalat Aziz
17896,Pongamos Que Hablo de MadridJoaquín Sabina
17897,Respect YourselfBruce Willis
17898,He Wants My BodyStarpoint
17899,"Piano Concerto No. 2 in F Major, Op. 102: II. AndanteDmitri Shostakovich"
17900,LearPauline Oliveros
17901,The PointHal Singer
17902,Little Too LatePat Benatar
17903,The Way He Makes Me FeelBarbra Streisand
17904,Some Kind Of StrangerSisters of Mercy
17905,Somebody Like YouRobbie Nevil
17906,The Truth Is Lyin' Next to YouRandy Travis
17907,The Woman In YouBee Gees
17908,Theme from The FogJohn Carpenter
17909,Otis In The DarkOtis Spann
17910,Flesh For FantasyBilly Idol
17911,Por TiOscar Chavez
17912,Games Without FrontiersPeter Gabriel
17913,Blaze Of GloryKenny Rogers
17914,FourteenBeat Happening
17915,Linda História de AmorUm Toque a Mais
17916,Don't Stop The MusicYarbrough & Peoples
17917,Can You Feel ItMr. Fingers
17918,Forever ManEric Clapton
17919,Elle a les yeux revolverMarc Lavoine
17920,Wake Me Up Before You Go-GoWham!
17921,Baltic Ice: Breakerbel canto
17922,"Broken Home, Broken HeartHüsker Dü"
17923,Just When I Needed YouThe Bluegrass Album Band
17924,Finish What Ya StartedVan Halen
17925,I Like YouPhyllis Nelson
17926,Jones Vs. JonesKool & The Gang
17927,You May See Me Walkin'Ricky Skaggs
17928,Luz do RepenteJovelina Perola Negra
17929,So BadPaul McCartney
17930,Naughty NaughtyJohn Parr
17931,Cool ChangeLittle River Band
17932,Key To The CityTony MacAlpine
17933,Symphony No. 9 op. 128.1: IV. LentoMalcolm Arnold
17934,"(you're So Square) Baby, I Don't CareJoni Mitchell"
17935,Ebony EyesRick James And Smokey Robinson
17936,LuckyEye To Eye
17937,Left In The DarkBarbra Streisand
17938,Laguna NuevaAries Vigoth
17939,Yo Te NecesitoLos Bukis
17940,Zombie Dance - RemasteredThe Cramps
17941,Justice PrevailsFurther Seems Forever
17942,You're So Easy To LoveTommy James
17943,Betty And Dupree's BluesSonny Terry
17944,My Romance - Rudy Van Gelder RemasterGene Ammons
17945,Pop SongLio
17946,Save MeBrighton Rock
17947,DanceRatt
17948,That's What Love Is All AboutMichael Bolton
17949,Etikette tötetSlime
17950,Magical Dream808 State
17951,Let's WorkMick Jagger
17952,Great HeartJohnny Clegg
17953,EnamoradaJosé Guardiola
17954,Last FarewellDeath In June
17955,(Sittin' On) The Dock Of The BayThe Reddings
17956,HollywoodShooting Star
17957,OneBee Gees
17958,A Cry Is HeardDemolition Man
17959,Lovin' The Night AwayThe Dillman Band
17960,On The Road AgainWillie Nelson
17961,Canvas HomeArthur Russell
17962,Miss SunBoz Scaggs
17963,Two Steps Ahead (A)Andy Clark
17964,(Angel On My Mind) That's Why I'm Walkin'Ricky Skaggs
17965,Blind HeartsClan of Xymox
17966,I'm So Glad I'm Standing Here TodayThe Crusaders With Joe Cocker
17967,Outside My WindowStevie Wonder
17968,Bang The Drum All DayTodd Rundgren
17969,FootlooseKenny Loggins
17970,Labour Blues - LiveLouisiana Red
17971,Let's KissBeat Happening
17972,La Gata Bajo la LluviaRocío Dúrcal
17973,Play The GameQueen
17974,Thunder In RockFist
17975,All Those Years AgoGeorge Harrison
17976,What Kind Of Fool Am IRick Springfield
17977,Hello AgainThe Cars
17978,On A CarouselGlass Moon
17979,Amor de MedianocheLuis Enrique
17980,I Can't Stop (Holding On)The Cleaners From Venus
17981,Sweet Misery BluesViolent Femmes
17982,Addicted To LoveRobert Palmer
17983,Too HotKool & The Gang
17984,Always There For YouStryper
17985,"Rapper's Delight - 7"" Single VersionThe Sugarhill Gang"
17986,John HenryPink Anderson
17987,NotoriousDuran Duran
17988,Románticos Al RescateLuis Enrique
17989,Is My Living in Vain? / You Brought the Sunshine / Hallelujah (Medley)The Clark Sisters
17990,Aisi Lagi LaganAnup Jalota
17991,Cuando CuandoTito Rodriguez
17992,The Lochs Of DreadStrength In Numbers
17993,Raça BrasileiraElaine Machado
17994,The Man Of My Dreams - Somewhere In Time/Soundtrack VersionJohn Barry
